Site,Level,Area,LOT,ID,UNIT,RawMaterial,ChertType,QuartzQuality,Class,CorePreparProd,RetouchedPieceBlank,PieceCompleteness,Cortex,CortexLocation,CortexType,PlatformType,PlatformCortex,Lipping,BlankShape,CrossSection,BlankTip,Profile,ScarCount,ScarPattern,Thickness,MaxWidth,ProxWidth,MedWidth,DistWidth,Length,PlatformThickness,PlatformWidth,ExteriorPlatformAngle,Weight,CoreType,CoreCrossSection,NumberCoreFaces,CorePlatform,CoreDistalTreatment,CoreLeftTreatment,CoreRightTreatment,CoreBackTreatment,MainFaceCortex,MainFaceScarCount,MainFaceScarDirection,MainFaceArisOrientation,MainFaceScarLength,MainFaceScarMaxWidth,MainFaceScarProxWidth,MainFaceScarMedWidth,MainFaceScarDistWidth,MainFacePlatformAngle,MainFaceCoreUse,DistalFaceCortex,DistalFaceScarCount,DistalFaceScarDirection,DistalFaceArisOrientation,DistalFaceCoreUse,LeftFaceCortex,LeftFaceScarCount,LeftFaceScarDirection,LeftFaceArisOrientation,LeftFaceCoreUse,RightFaceCortex,RightFaceScarCount,RightFaceScarDirection,RightFaceArisOrientation,RightFaceCoreUse,BackFaceCortex,BackFaceScarCount,BackFaceScarDirection,BackFaceArisOrientation,BackFaceCoreUse,CoreAbandon,Alteration,Fire,EdgeDamage,RetouchedPieceTypology,ChipQuantity,OtherNotes,BlankType,X,Y,Z,Phase
LP,T3,NA,NA,B5-813,B5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T3,NA,NA,A8-550,A8,Chert,RM7,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Step,Straight,3,Unidirectional,2.87,9.37,7.37,9.55,8.78,16.08,3.47,8.7,77.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,4999.65,5011.553,566.944,Middle T
LP,T3,NA,NA,B6-294,B6,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Lenticular,Feather,Straight,3,Unidirectional,1.03,3.58,2.2,4.24,3.31,15.46,0.86,2.44,105.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,NA,NA,NA,Middle T
LP,T3,NA,NA,B6-294,B6,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Divergent,Lenticular,Hinge,Curved,3,Unidirectional,2.39,9.65,5.4,8.11,6.06,21.76,1.89,6.75,86.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,NA,NA,NA,Middle T
LP,T3,NA,NA,ZZ11-595,ZZ11,Chert,RM6,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Hinge,Curved,2,Unidirectional,4.61,15.21,15.17,15.26,13.13,13.96,4.27,15.21,63.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,5002.196,5012.457,567.003,Middle T
LP,T3,NA,NA,B7-464,B7,Chert,RM2,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,3.24,9.8,9.7,9.79,2.33,19.35,3.26,10.37,94.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,4998.546,5010.135,566.843,Middle T
LP,T3,NA,NA,YY11-445,YY11,Chert,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Fire,Burned,NA,NA,1,NA,NA,5002.293,5013.064,566.996,Middle T
LP,T3,NA,NA,ZZ11-669,ZZ11,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Triangular,Hinge,Curved,2,Unidirectional,3.91,7.23,4.01,7.09,3.15,13.33,2.57,2.77,97.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Fire,Burned,No,NA,0,NA,Flake,5002.318,5012.649,566.994,Middle T
LP,T3,NA,NA,ZZ11-646,ZZ11,Chert,RM6,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Parallel,Triangular,Feather,Curved,2,Unidirectional,3.41,12.78,7.78,10.76,10.15,20.46,1.57,7.68,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,5002.521,5012.713,567.004,Middle T
LP,T3,NA,NA,ZZ9-392,ZZ9,Other,NA,NA,Blank,NA,NA,NA,61-99%,RightLateral,Cobble,Plain,No,No,Convergent,Triangular,Hinge,Curved,1,Unidirectional,11.29,27.24,27.24,25.21,13.76,29.96,12.21,26.27,88.9,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,5000.59,5012.579,567,Middle T
LP,T3,NA,NA,ZZ8-322,ZZ8,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T3,NA,NA,A8-558,A8,Quartz,NA,Fine,Blank,NA,NA,NA,31-60%,RightLateral,Cobble,Crushed,YesPartial,No,Irregular,Triangular,Hinge,Straight,1,Unidirectional,3.97,8.43,4.88,7.89,4.97,14.11,3.22,4.87,106.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,4999.467,5011.8,566.939,Middle T
LP,T2,NA,NA,ZZ8-100,ZZ8,Chert,NA,NA,Blank,NA,NA,NA,1-30%,Proximal,Indeterminate,Crushed,YesComplete,No,Parallel,Triangular,Feather,Twisted,2,Unidirectional,3.98,10.56,4.81,10.23,6.92,28.08,1.8,5.26,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,4999.7,5012.575,567.096,Middle T
LP,T2,NA,NA,ZZ11-560,ZZ11,Chert,RM6,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Circular,Triangular,Feather,Straight,2,Unidirectional,3.36,12.72,8.34,12.76,6.71,14.69,4.19,8.5,53,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Fire,Burned,No,NA,0,NA,Flake,5002.394,5012.635,567.033,Middle T
LP,T2,NA,NA,A6-124,A6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T2,NA,NA,A7-128,A7,Other,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T2,NA,NA,ZZ10-430,ZZ10,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Irregular,Irregular,Step,Straight,4,Other,9.08,19.91,15.04,19.29,14.69,21.12,2.19,7.75,109.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,NA,NA,NA,Middle T
LP,T2,NA,NA,F8-NA,F8,Quartz,NA,Fine,Blank,NA,NA,NA,61-99%,Distal,Cobble,Plain,No,No,Convergent,Lenticular,Hinge,Straight,1,Unidirectional,7.61,16.56,16.57,13.62,7.15,15.18,8.32,16.32,100.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,NA,NA,NA,Middle T
LP,T2,NA,NA,ZZ11-549,ZZ11,Other,NA,NA,Shatter,NA,NA,NA,0%,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T2,NA,NA,C6-693,C6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T2,NA,NA,C6-693,C6,Quartz,NA,Medium,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Déjeté,Irregular,Feather,Irregular,2,Unidirectional,5.4,13.01,12.59,12.38,4.83,17.22,7.23,12.32,109.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,NA,NA,NA,Middle T
LP,T2,NA,NA,A9-307,A9,Chert,NA,NA,RetouchedPiece,NA,Blank,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Hinge,Curved,2,Unidirectional,6.97,20.11,16.03,20.08,15.44,24.09,4.25,9.29,76.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,Retouched flake,0,NA,NA,5000.125,5011.915,567.159,Middle T
LP,T2,NA,NA,YY11-429,YY11,Other,NA,NA,Shatter,NA,NA,NA,0%,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T2,NA,NA,ZZ10-566,ZZ10,Chert,RM2,NA,Blank,NA,NA,NA,0%,NA,NA,Dihedral,No,No,Other,Lenticular,Feather,Curved,1,Unidirectional,4.24,16.43,16.43,16.34,11.7,11.84,4.23,12.83,108.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,5001.434,5012.942,567.026,Middle T
LP,T2,NA,NA,ZZ10-500,ZZ10,Chert,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,5001.609,5012.666,567.051,Middle T
LP,T4,NA,NA,YY10-759,YY10,Chert,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,5001.725,5013.288,566.944,Middle T
LP,T4,NA,NA,ZZ10-616,ZZ10,Chert,NA,NA,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,5001.603,5012.93,566.947,Middle T
LP,T4,NA,NA,B7-506,B7,Quartz,NA,Fine,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Lenticular,Feather,NA,2,NA,1.99,9.45,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T4,NA,NA,B6-320,B6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T4,NA,NA,B6-320,B6,Quartz,NA,Fine,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Feather,Curved,2,Unidirectional,1.38,5.44,3.5,4.61,4.38,13.22,1.17,3.05,104.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,NA,NA,NA,Middle T
LP,T4,NA,NA,C6-768,C6,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,2,NA,NA,NA,NA,NA,Middle T
LP,T4,NA,NA,C6-768,C6,Quartz,NA,RockCrystal,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T4,NA,NA,C6-768,C6,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Plain,No,Yes,Irregular,Triangular,Pointed,Straight,2,Unidirectional,3.01,7.87,5.41,7.82,2.58,14.09,3.22,5.91,67.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,NA,NA,NA,Middle T
LP,T4,NA,NA,A5-135,A5,Quartz,NA,Medium,Shatter,NA,NA,NA,31-60%,NA,Cobble,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Concretion,NA,NA,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T4,NA,NA,B5-788,B5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T4,NA,NA,A5-135,A5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,3,NA,NA,NA,NA,NA,Middle T
LP,T4,NA,NA,A5-135,A5,Quartz,NA,Fine,BlankFrag,NA,NA,Proximal,0%,NA,NA,Plain,No,No,NA,Lenticular,NA,NA,0,NA,1.27,5.38,0,0,0,0,1.55,3.8,97.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T4,NA,NA,A5-13,A5,Quartz,NA,Fine,Chip,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,1,NA,NA,NA,NA,NA,Middle T
LP,T4,NA,NA,A5-13,A5,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Divergent,Triangular,Feather,Curved,4,Unidirectional,1.55,5.82,11.45,4.34,5.82,11.07,1,2.39,90.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,NA,NA,NA,Middle T
LP,T4,NA,NA,B6-817,B6,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Proximal,0%,NA,NA,Crushed,No,No,NA,Lenticular,NA,NA,2,NA,1.82,8.9,0,0,0,0,1.23,6.9,123.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,4997.267,5010.179,566.632,Middle T
LP,T4,NA,NA,C6-768,C6,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Feather,NA,2,NA,2.92,6.61,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T4,NA,NA,C6-768,C6,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Irregular,Feather,NA,2,NA,2.31,7.07,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,NA,NA,NA,NA,Middle T
LP,T4,NA,NA,B6-1016,B6,Quartz,NA,Fine,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Lenticular,Feather,Straight,3,Unidirectional,1.78,7.26,6.32,7.29,5.38,15.09,2.14,6.92,85.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,ElongatedProd,4997.234,5010.871,566.78,Middle T
LP,T4,NA,NA,C7-690,C7,Quartz,NA,RockCrystal,BlankFrag,NA,NA,Proximal,0%,NA,NA,Plain,No,No,NA,Lenticular,NA,NA,2,NA,2.55,9.34,0,0,0,0,9.43,2.8,5.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,4998.103,5009.964,566.598,Middle T
LP,T4,NA,NA,C8-289,C8,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Triangular,Feather,Straight,3,Unidirectional,2.23,9.74,8.57,9.68,3.46,29.98,2.27,8.62,83.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,TVC?,ElongatedProd,4999.387,5009.821,566.778,Middle T
LP,T4,NA,NA,C6-440,C6,Chert,RM5,NA,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Feather,NA,2,NA,2.79,11.49,0,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,NA,4997.151,5009.055,566.811,Middle T
LP,T5,NA,NA,B6-678,B6,Chert,NA,NA,BlankFrag,NA,NA,Other,0%,NA,NA,NA,No,No,NA,Triangular,NA,NA,2,NA,1.98,5.45,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,4997.486,5010.109,566.613,Middle T
LP,T5,NA,NA,B6-673,B6,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Parallel,Triangular,Hinge,Straight,2,Unidirectional,2.51,7.4,6.39,7.71,5.78,11.84,1.46,5.37,90.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,4997.409,5010.245,566.64,Middle T
LP,T5,NA,NA,B6-873,B6,Quartz,NA,Fine,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Feather,NA,2,NA,2.54,8.32,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,NA,4997.208,5010.188,566.638,Middle T
LP,T5,NA,NA,C5-514,C5,Chert,NA,NA,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Trapezoidal,Feather,NA,3,NA,2.16,7.74,0,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,NA,4996.591,5009.202,566.748,Middle T
